"","entidad","muns.censo.sa"
"2226","Veracruz de Ignacio de la Llave","san juan evangelista"
"2227","Veracruz de Ignacio de la Llave","san rafael"
"2228","Veracruz de Ignacio de la Llave","santiago sochiapan"
"2229","Veracruz de Ignacio de la Llave","santiago tuxtla"
"2230","Veracruz de Ignacio de la Llave","sayula de aleman"
"2231","Veracruz de Ignacio de la Llave","sochiapa"
"2232","Veracruz de Ignacio de la Llave","soconusco"
"2233","Veracruz de Ignacio de la Llave","soledad atzompa"
"2234","Veracruz de Ignacio de la Llave","soledad de doblado"
"2235","Veracruz de Ignacio de la Llave","soteapan"
"2236","Veracruz de Ignacio de la Llave","tamalin"
"2237","Veracruz de Ignacio de la Llave","tamiahua"
"2238","Veracruz de Ignacio de la Llave","tampico alto"
"2239","Veracruz de Ignacio de la Llave","tancoco"
"2240","Veracruz de Ignacio de la Llave","tantima"
"2241","Veracruz de Ignacio de la Llave","tantoyuca"
"2242","Veracruz de Ignacio de la Llave","tatahuicapan de juarez"
"2243","Veracruz de Ignacio de la Llave","tatatila"
"2244","Veracruz de Ignacio de la Llave","tecolutla"
"2245","Veracruz de Ignacio de la Llave","tehuipango"
"2246","Veracruz de Ignacio de la Llave","tempoal"
"2247","Veracruz de Ignacio de la Llave","tenampa"
"2248","Veracruz de Ignacio de la Llave","tenochtitlan"
"2249","Veracruz de Ignacio de la Llave","teocelo"
"2250","Veracruz de Ignacio de la Llave","tepatlaxco"
"2251","Veracruz de Ignacio de la Llave","tepetlan"
"2252","Veracruz de Ignacio de la Llave","tepetzintla"
"2253","Veracruz de Ignacio de la Llave","tequila"
"2254","Veracruz de Ignacio de la Llave","texcatepec"
"2255","Veracruz de Ignacio de la Llave","texhuacan"
"2256","Veracruz de Ignacio de la Llave","texistepec"
"2257","Veracruz de Ignacio de la Llave","tezonapa"
"2258","Veracruz de Ignacio de la Llave","tierra blanca"
"2259","Veracruz de Ignacio de la Llave","tihuatlan"
"2260","Veracruz de Ignacio de la Llave","tlachichilco"
"2261","Veracruz de Ignacio de la Llave","tlacojalpan"
"2262","Veracruz de Ignacio de la Llave","tlacolulan"
"2263","Veracruz de Ignacio de la Llave","tlacotalpan"
"2264","Veracruz de Ignacio de la Llave","tlacotepec de mejia"
"2265","Veracruz de Ignacio de la Llave","tlalixcoyan"
"2266","Veracruz de Ignacio de la Llave","tlalnelhuayocan"
"2267","Veracruz de Ignacio de la Llave","tlaltetela"
"2268","Veracruz de Ignacio de la Llave","tlapacoyan"
"2269","Veracruz de Ignacio de la Llave","tlaquilpa"
"2270","Veracruz de Ignacio de la Llave","tlilapan"
"2271","Veracruz de Ignacio de la Llave","tomatlan"
"2272","Veracruz de Ignacio de la Llave","tonayan"
"2273","Veracruz de Ignacio de la Llave","totutla"
"2274","Veracruz de Ignacio de la Llave","tres valles"
"2275","Veracruz de Ignacio de la Llave","tuxpan"
"2276","Veracruz de Ignacio de la Llave","tuxtilla"
"2277","Veracruz de Ignacio de la Llave","ursulo galvan"
"2278","Veracruz de Ignacio de la Llave","uxpanapa"
"2279","Veracruz de Ignacio de la Llave","vega de alatorre"
"2280","Veracruz de Ignacio de la Llave","veracruz"
"2281","Veracruz de Ignacio de la Llave","villa aldama"
"2282","Veracruz de Ignacio de la Llave","xalapa"
"2283","Veracruz de Ignacio de la Llave","xico"
"2284","Veracruz de Ignacio de la Llave","xoxocotla"
"2285","Veracruz de Ignacio de la Llave","yanga"
"2286","Veracruz de Ignacio de la Llave","yecuatla"
"2287","Veracruz de Ignacio de la Llave","zacualpan"
"2288","Veracruz de Ignacio de la Llave","zaragoza"
"2289","Veracruz de Ignacio de la Llave","zentla"
"2290","Veracruz de Ignacio de la Llave","zongolica"
"2291","Veracruz de Ignacio de la Llave","zontecomatlan de lopez y fuentes"
"2292","Veracruz de Ignacio de la Llave","zozocolco de hidalgo"
"2293","Yucatán","abala"
"2294","Yucatán","acanceh"
"2295","Yucatán","akil"
"2296","Yucatán","baca"
"2297","Yucatán","bokoba"
"2298","Yucatán","buctzotz"
"2299","Yucatán","cacalchen"
"2300","Yucatán","calotmul"
"2301","Yucatán","cansahcab"
"2302","Yucatán","cantamayec"
"2303","Yucatán","celestun"
"2304","Yucatán","cenotillo"
"2305","Yucatán","chacsinkin"
"2306","Yucatán","chankom"
"2307","Yucatán","chapab"
"2308","Yucatán","chemax"
"2309","Yucatán","chichimila"
"2310","Yucatán","chicxulub pueblo"
"2311","Yucatán","chikindzonot"
"2312","Yucatán","chochola"
"2313","Yucatán","chumayel"
"2314","Yucatán","conkal"
"2315","Yucatán","cuncunul"
"2316","Yucatán","cuzama"
"2317","Yucatán","dzan"
"2318","Yucatán","dzemul"
"2319","Yucatán","dzidzantun"
"2320","Yucatán","dzilam de bravo"
"2321","Yucatán","dzilam gonzalez"
"2322","Yucatán","dzitas"
"2323","Yucatán","dzoncauich"
"2324","Yucatán","espita"
"2325","Yucatán","halacho"
"2326","Yucatán","hocaba"
"2327","Yucatán","hoctun"
"2328","Yucatán","homun"
"2329","Yucatán","huhi"
"2330","Yucatán","hunucma"
"2331","Yucatán","ixil"
"2332","Yucatán","izamal"
"2333","Yucatán","kanasin"
"2334","Yucatán","kantunil"
"2335","Yucatán","kaua"
"2336","Yucatán","kinchil"
"2337","Yucatán","kopoma"
"2338","Yucatán","mama"
"2339","Yucatán","mani"
"2340","Yucatán","maxcanu"
"2341","Yucatán","mayapan"
"2342","Yucatán","merida"
"2343","Yucatán","mococha"
"2344","Yucatán","motul"
"2345","Yucatán","muna"
"2346","Yucatán","muxupip"
"2347","Yucatán","opichen"
"2348","Yucatán","oxkutzcab"
"2349","Yucatán","panaba"
"2350","Yucatán","peto"
"2351","Yucatán","progreso"
"2352","Yucatán","quintana roo"
"2353","Yucatán","rio lagartos"
"2354","Yucatán","sacalum"
"2355","Yucatán","samahil"
"2356","Yucatán","san felipe"
"2357","Yucatán","sanahcat"
"2358","Yucatán","santa elena"
"2359","Yucatán","seye"
"2360","Yucatán","sinanche"
"2361","Yucatán","sotuta"
"2362","Yucatán","sucila"
"2363","Yucatán","sudzal"
"2364","Yucatán","suma"
"2365","Yucatán","tahdziu"
"2366","Yucatán","tahmek"
"2367","Yucatán","teabo"
"2368","Yucatán","tecoh"
"2369","Yucatán","tekal de venegas"
"2370","Yucatán","tekanto"
"2371","Yucatán","tekax"
"2372","Yucatán","tekit"
"2373","Yucatán","tekom"
"2374","Yucatán","telchac pueblo"
"2375","Yucatán","telchac puerto"
"2376","Yucatán","temax"
"2377","Yucatán","temozon"
"2378","Yucatán","tepakan"
"2379","Yucatán","tetiz"
"2380","Yucatán","teya"
"2381","Yucatán","ticul"
"2382","Yucatán","timucuy"
"2383","Yucatán","tinum"
"2384","Yucatán","tixcacalcupul"
"2385","Yucatán","tixkokob"
"2386","Yucatán","tixmehuac"
"2387","Yucatán","tixpehual"
"2388","Yucatán","tizimin"
"2389","Yucatán","tunkas"
"2390","Yucatán","tzucacab"
"2391","Yucatán","uayma"
"2392","Yucatán","ucu"
"2393","Yucatán","uman"
"2394","Yucatán","valladolid"
"2395","Yucatán","xocchel"
"2396","Yucatán","yaxcaba"
"2397","Yucatán","yaxkukul"
"2398","Yucatán","yobain"
"2399","Zacatecas","apozol"
"2400","Zacatecas","apulco"
"2401","Zacatecas","atolinga"
"2402","Zacatecas","benito juarez"
"2403","Zacatecas","calera"
"2404","Zacatecas","cañitas de felipe pescador"
"2405","Zacatecas","chalchihuites"
"2406","Zacatecas","concepcion del oro"
"2407","Zacatecas","cuauhtemoc"
"2408","Zacatecas","el plateado de joaquin amaro"
"2409","Zacatecas","el salvador"
"2410","Zacatecas","fresnillo"
"2411","Zacatecas","genaro codina"
"2412","Zacatecas","general enrique estrada"
"2413","Zacatecas","general francisco r. murguia"
"2414","Zacatecas","general panfilo natera"
"2415","Zacatecas","guadalupe"
"2416","Zacatecas","huanusco"
"2417","Zacatecas","jalpa"
"2418","Zacatecas","jerez"
"2419","Zacatecas","jimenez del teul"
"2420","Zacatecas","juan aldama"
"2421","Zacatecas","juchipila"
"2422","Zacatecas","loreto"
"2423","Zacatecas","luis moya"
"2424","Zacatecas","mazapil"
"2425","Zacatecas","melchor ocampo"
"2426","Zacatecas","mezquital del oro"
"2427","Zacatecas","miguel auza"
"2428","Zacatecas","momax"
"2429","Zacatecas","monte escobedo"
"2430","Zacatecas","morelos"
"2431","Zacatecas","moyahua de estrada"
"2432","Zacatecas","nochistlan de mejia"
"2433","Zacatecas","noria de angeles"
"2434","Zacatecas","ojocaliente"
"2435","Zacatecas","panuco"
"2436","Zacatecas","pinos"
"2437","Zacatecas","rio grande"
"2438","Zacatecas","sain alto"
"2439","Zacatecas","santa maria de la paz"
"2440","Zacatecas","sombrerete"
"2441","Zacatecas","susticacan"
"2442","Zacatecas","tabasco"
"2443","Zacatecas","tepechitlan"
"2444","Zacatecas","tepetongo"
"2445","Zacatecas","teul de gonzalez ortega"
"2446","Zacatecas","tlaltenango de sanchez roman"
"2447","Zacatecas","trancoso"
"2448","Zacatecas","trinidad garcia de la cadena"
"2449","Zacatecas","valparaiso"
"2450","Zacatecas","vetagrande"
"2451","Zacatecas","villa de cos"
"2452","Zacatecas","villa garcia"
"2453","Zacatecas","villa gonzalez ortega"
"2454","Zacatecas","villa hidalgo"
"2455","Zacatecas","villanueva"
"2456","Zacatecas","zacatecas"
